valor_FO, tiempo_de_ejecucion_(s)
19703.33990999998,59
19587.12018000005,59
19360.223930000022,59
19366.14941999999,59
19458.564660000036,59
19422.146400000016,59
19679.458250000036,59
19331.38841000004,59
19461.39460000003,59
19477.32577000002,59
19485.18697000004,58
19604.843560000045,59
19701.53477000003,59
19547.206850000028,59
19596.46837999998,59
19602.62199000002,59
19421.539080000028,59
19534.303580000014,58
19486.67755000003,59
19221.62878,59
